Fundo,CNPJ,Critério,Chave,Limite/regra,Monitorabilidade IME,Métrica IME / proxy,Condição de alerta sugerida,Observação técnica,Fonte,Status curadoria,cnpj_digits,percent_value,all_percent_values_from_observation,rule_text,setor_n1,setor_n2,confidence,evidence,rule_id,subordination_pct_normalized,subordination_normalization_note,subordination_valid_for_common_level
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,Critérios de elegibilidade dos direitos creditórios,eligibility_criteria_text,Regra textual de elegibilidade dos direitos creditórios; verificar observação e fonte.,nao_monitoravel,,Alerta operacional: amostra ou regra de lastro indicar descumprimento dos critérios de elegibilidade,"Critérios de elegibilidade exigem granularidade por direito creditório, sacado, cedente e documentação de lastro não disponível no IME público. | Extração local heurística; validar manualmente antes de ativar alerta. | riginar Direitos Creditórios elegíveis ou a ceder Direitos Creditórios ao Fun do indefinidamente. Ademais, a continuidade da cessão de Direitos Creditórios pelos Cedentes ao Fundo depende (i) de os Cedentes e/ou Originador continuarem a firmar com seus clientes as operações de compra e venda de produtos, sendo estas associadas ou não à prestação de serviços relacionados aos produtos vendidos, de forma a gerar novos…",790548_regulamento_regulamento_790548_2024-11-28.pdf · ID 790548 · 28/11/2024,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,38658727000133,,,Regra textual de elegibilidade dos direitos creditórios; verificar observação e fonte.,Crédito PJ,CCB/Notas comerciais/Capital de giro,alta,ativos_alvo: regex `CEDULAS DE CREDITO BANCARIO`,pj_ccb_notas_comerciais,,sem_percentual_parseavel,False
3RD - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,40.975.325/0001-04,Alocação mínima em direitos creditórios,credit_rights_allocation_min,67%,monitoravel,Dir Cred / PL,Alerta se proxy IME ficar abaixo de 67%,"O Informe Mensal traz direitos creditórios e PL. | Extração local heurística; validar manualmente antes de ativar alerta. | gência classificadora de risco registrada na CVM que venha a ser contratada pela Gestora, em nome do Fundo, para prestar os serviços de classificação de risco das Cotas. “Agente de Cobrança” sociedade que venha a ser contratada para prestar os serviços de cobrança de Direitos Creditórios Cedidos vencidos e não pagos. “Alocação Mínima” Percentual mínimo de 67% (sessenta e sete por cento) do Patrimônio Líquido em Dire…",1188990_regulamento_regulamento_1188990_2026-05-13.pdf · ID 1188990 · 13/05/2026,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,40975325000104,67.0,67,67%,Não classificado,Revisar manualmente,baixa,Sem regra setorial acionada por metadados disponíveis.,unclassified,67.0,percentual_direto,False
3RD - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,40.975.325/0001-04,Hedges/derivativos permitidos,permitted_hedges,Regra textual de derivativos/hedge; verificar observação e fonte.,parcial,Posições mantidas em derivativos,Alerta se posição agregada em derivativos contrariar a regra textual,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção. | Extração local heurística; validar manualmente antes de ativar alerta. | orrente; (b) contrair ou efetuar empréstimos; (c) vender Cotas à prestação; (d) garantir rendimento predeterminado aos Cotistas; (e) utilizar os recursos da Classe para o pagamento de seguro contra perdas financeiras dos Cotistas; e (f) praticar qualquer ato de liberalidade. 5.5.1 A Gestora poderá utilizar os ativos integrantes da carteira da Classe na retenção de risco da Classe em suas operações com derivativos. 5…",1188990_regulamento_regulamento_1188990_2026-05-13.pdf · ID 1188990 · 13/05/2026,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,40975325000104,,,Regra textual de derivativos/hedge; verificar observação e fonte.,Não classificado,Revisar manualmente,baixa,Sem regra setorial acionada por metadados disponíveis.,unclassified,,sem_percentual_parseavel,False
3RD - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,40.975.325/0001-04,Hedges/derivativos permitidos,permitted_hedges,Regra textual de derivativos/hedge; verificar observação e fonte.,parcial,Posições mantidas em derivativos,Alerta se posição agregada em derivativos contrariar a regra textual,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção. | Extração local heurística; validar manualmente antes de ativar alerta. | Liquidez referidos nas alíneas (a) e (b) acima; e (d) cotas de classes de fundos de investimento que invistam exclusivamente nos Ativos Financeiros de Liquidez referidos nas alíneas (a) e (b) acima. 8.4 A Classe poderá realizar operações com derivativos exclusivamente com o objetivo de proteção patrimonial, desde que exista contraparte central (instituição financeira que atua como intermediária nas operações de deri…",1188990_regulamento_regulamento_1188990_2026-05-13.pdf · ID 1188990 · 13/05/2026,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,40975325000104,,,Regra textual de derivativos/hedge; verificar observação e fonte.,Não classificado,Revisar manualmente,baixa,Sem regra setorial acionada por metadados disponíveis.,unclassified,,sem_percentual_parseavel,False
SIFRA LP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,41.351.629/0001-63,Subordinação mínima,subordination_ratio_min,30%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",Alerta se proxy IME ficar abaixo de 30%,"O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam. | Extração local heurística; validar manualmente antes de ativar alerta. | rofissional do adquirente das Cotas. Parágrafo Segundo - Os Cotistas serão responsáveis pelo pagamento de todos os custos, tributos e emolumentos decorrentes da negociação ou transferência de suas Cotas Seniores ou das Cotas Subordinadas Mezanino. Capítulo XIII – Subordinação Artigo 59 O Fundo deverá ter, no mínimo, 30% (trinta por cento) do seu Patrimônio Líquido representado por Cotas Subordinadas (“Índice de Subo…",1014987_regulamento_regulamento_1014987_2025-09-01.pdf · ID 1014987 · 01/09/2025,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,41351629000163,30.0,30,30%,Não classificado,Revisar manualmente,baixa,Sem regra setorial acionada por metadados disponíveis.,unclassified,30.0,percentual_direto,True
SIFRA LP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,41.351.629/0001-63,"Troca de administrador, gestor ou prestador-chave",service_provider_replacement_event,"Regra textual de troca/substituição de administrador, gestor ou prestador-chave.",nao_monitoravel,,"Alerta documental: renúncia, destituição ou substituição não saneada de administrador, gestor ou prestador-chave","Troca, renúncia ou substituição de administrador, gestor, custodiante ou consultor é evento documental/eventual, não métrica mensal do IME. | Extração local heurística; validar manualmente antes de ativar alerta. | nistradores, diretores e gerentes de instituições financeiras, independentemente das que regem a responsabilidade civil do próprio Administrador. Parágrafo Sexto- Nashipótesesde substituição do Administrador previstas neste Capítulo, o Administrador fará jus à remuneração pro rata temporis até que a sua efetiva substituição ocorra. Artigo 37 As regras dispostas neste Capítulo, no que couber, também são aplicáveis à…",1014987_regulamento_regulamento_1014987_2025-09-01.pdf · ID 1014987 · 01/09/2025,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,41351629000163,,,"Regra textual de troca/substituição de administrador, gestor ou prestador-chave.",Não classificado,Revisar manualmente,baixa,Sem regra setorial acionada por metadados disponíveis.,unclassified,,sem_percentual_parseavel,False
SIFRA LP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,41.351.629/0001-63,Critérios de elegibilidade dos direitos creditórios,eligibility_criteria_text,Regra textual de elegibilidade dos direitos creditórios; verificar observação e fonte.,nao_monitoravel,,Alerta operacional: amostra ou regra de lastro indicar descumprimento dos critérios de elegibilidade,"Critérios de elegibilidade exigem granularidade por direito creditório, sacado, cedente e documentação de lastro não disponível no IME público. | Extração local heurística; validar manualmente antes de ativar alerta. | sobre a respectiva decisão. BT - 1262/17 - 1764972v1 Parágrafo Quinto - O Gestor poderá alterar a sua políticade voto, ao seu exclusivo critério e a qualquer tempo,sema necessidade de aprovação ouprévia comunicação aos Cotistas. Capítulo IV – Condições de Cessão e Critérios de Elegibilidade Artigo 17 O Fundo somente adquirirá Direitos de Crédito que atendam, na data da respectiva cessão ao Fundo, às seguintes Condiç…",1014987_regulamento_regulamento_1014987_2025-09-01.pdf · ID 1014987 · 01/09/2025,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,41351629000163,,,Regra textual de elegibilidade dos direitos creditórios; verificar observação e fonte.,Não classificado,Revisar manualmente,baixa,Sem regra setorial acionada por metadados disponíveis.,unclassified,,sem_percentual_parseavel,False
SIFRA LP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,41.351.629/0001-63,Limite de concentração,concentration_limits,10%,nao_monitoravel,,Alerta se proxy IME ficar acima de 10%,"Limites por sacado, cedente ou grupo econômico exigem granularidade não disponível no IME público. | Extração local heurística; validar manualmente antes de ativar alerta. | da no Parágrafo Primeiro acima, o Administrador deverá comunicar aos Cotistas sobre a solicitação realizada. Artigo 9 O Gestor e as Empresas de Consultoria Especializada, conforme o caso, para a composição da carteira de Direitos de Crédito Performados do Fundo deverão observar, ainda, os seguintes limites de concentração, os quais serão calculados considerando a cessão proforma, no momentoda cessão: (a) Limites de…",1014987_regulamento_regulamento_1014987_2025-09-01.pdf · ID 1014987 · 01/09/2025,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,41351629000163,10.0,,10%,Não classificado,Revisar manualmente,baixa,Sem regra setorial acionada por metadados disponíveis.,unclassified,10.0,percentual_direto,False
SIFRA LP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,41.351.629/0001-63,Limite de concentração,concentration_limits,30%,nao_monitoravel,,Alerta se proxy IME ficar acima de 30%,"Limites por sacado, cedente ou grupo econômico exigem granularidade não disponível no IME público. | Extração local heurística; validar manualmente antes de ativar alerta. | de Devedor dos Direitos de Crédito em conjunto; e (iii) O Fundo poderá alocar, no máximo, 30% (trinta por cento) do Patrimônio Líquido do Dia Útil imediatamente anterior em Direitos de Crédito cedidos pelos 5 (cinco) Devedores com maior concentração no Fundo, incluindo neste percentual a exposição do Fundo ao respectivo Grupo Econômico na condição de Devedor dos Direitos de Crédito em conjunto. (b) Limites de concen…",1014987_regulamento_regulamento_1014987_2025-09-01.pdf · ID 1014987 · 01/09/2025,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,41351629000163,30.0,30,30%,Não classificado,Revisar manualmente,baixa,Sem regra setorial acionada por metadados disponíveis.,unclassified,30.0,percentual_direto,False
MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41.970.012/0001-26,Subordinação mínima,subordination_ratio_min,10%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",Alerta se proxy IME ficar abaixo de 10%,"O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam. | Extração local heurística; validar manualmente antes de ativar alerta. | composta por 1.200.000 (um milhão e duzentas mil) Cotas Seniores, que totalizarão até R$1.200.000.000,00 (um bilhão e duzentos milhões de reais), considerando o Valor Nominal Unitário de Emissão. “Razão de Subordinação Júnior” significa a relação mínima admitida entre o somatório do valor das Cotas Subordinadas Júnior em Circulação e o Patrimônio Líquido do Fundo, equivalente a 10% (dez por cento). A Razão de Subord…",1077334_regulamento_regulamento_1077334_2025-12-19.pdf · ID 1077334 · 19/12/2025,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,41970012000126,10.0,10,10%,Judicial/Precatórios/NPL,Não padronizado/NPL,media,nome_emissor: regex `NAO PADRONIZADO`,npl_np,10.0,percentual_direto,True
CLOUDWALK KICK ASS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,42.085.816/0001-05,Atraso/Inadimplência - evento de avaliação,default_rate_evaluation_event,3%,monitoravel,Vencidos Over 30/60/90/180/360 d / Crédito,Alerta se proxy IME ficar abaixo de 3%,"Os buckets de atraso do Informe Mensal permitem recompor NPL Over acumulado por faixa. | Extração local heurística; validar manualmente antes de ativar alerta. | Aquisição, nos termos e condições previstos no Contrato de Cessão; (xx) descumprimento, pela Classe A, após 180 (cento e oitenta) dias do início de suas atividades, da Alocação Mínima, não regularizado no prazo de até 5 (cinco) Dias Úteis; e (xxi) inadimplemento do Devedor no pagamento dos Direitos Creditórios Cedidos na Conta Centralizadora por maior de 10 (dez) Dias Úteis. 18.1.1. Na ocorrência de qualquer Evento…",733165_regulamento_regulamento_733165_2024-09-05.pdf · ID 733165 · 05/09/2024,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro,42085816000105,3.0,,3%,Meios de Pagamento e Cartões,Arranjos de pagamento/adquirência,media,fundo: regex `MEIOS DE PAGAMENTO`,payment_arrangements,3.0,percentual_direto,False
