Fundo,CNPJ,Cota/Classe,Tipo,Data deliberação,Data emissão / 1ª integralização,Data encerramento/oferta,Quantidade,Volume,VNU,Remuneração,Juros/remuneração,Amortização principal,Status/evidência,Fonte,Status curadoria
VALOREM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL RESPONSABILIDADE LIMITADA,17.468.142/0001-80,15ª Série,,19/02/2026 11:00,Não identificada na extração offline,,,"R$ 200.000.000,00",,"Taxa DI + 2,75% a.a. | representantes da Administradora e da Gestora do Fundo. 04. COMPOSIÇÃO DA MESA: Presidente: Sr. Alexandre Calvo; Secretária: Sra. Alexandra Matos. 05. ORDEM DO DIA /DELIBERAÇÕES: Os Cotistas, por unanimidade de votos e s em ressalvas, aprovaram: a) A alteração dos prazos de duração, amortização e resgate, além da remuneração alvo das Cotas da 15ª Série Sênior, com a consequente alteração dos itens “j”, “k”, “m” e “n…","Taxa DI + 2,75% a.a. | representantes da Administradora e da Gestora do Fundo. 04. COMPOSIÇÃO DA MESA: Presidente: Sr. Alexandre Calvo; Secretária: Sra. Alexandra Matos. 05. ORDEM DO DIA /DELIBERAÇÕES: Os Cotistas, por unanimidade de votos e s em ressalvas, aprovaram: a) A alteração dos prazos de duração, amortização e resgate, além da remuneração alvo das Cotas da 15ª Série Sênior, com a consequente alteração dos itens “j”, “k”, “m” e “n…","stradora. Presentes, ainda, os representantes da Administradora e da Gestora do Fundo. 04. COMPOSIÇÃO DA MESA: Presidente: Sr. Alexandre Calvo; Secretária: Sra. Alexandra Matos. 05. ORDEM DO DIA /DELIBERAÇÕES: Os Cotistas, por unanimidade de votos e s em ressalvas, aprovaram: a) A alteração dos prazos de duração, amortização e resgate, além da remuneração alvo das Cotas da 15ª Série Sênior, com a consequente alteraç…",evento de cota,1126079_assembleia_assembleia_1126079_2026-02-19.pdf · ID 1126079 · 19/02/2026 11:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
VALOREM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL RESPONSABILIDADE LIMITADA,17.468.142/0001-80,COTAS SUBORDINADAS MEZANINO IX DO VALOREM,Mezanino,11/03/2026 14:00,Não identificada na extração offline,,,"R$ 20.062.523,28",,"Taxa DI + 3,60% a.a. | 54º mês 55º mês 1/6 1/5 1/4 1/3 1/2 1/1 i) Resgate: no 55º (quinquagésimo quinto) mês ocorrerá o resgate integral das Cotas (1/1), com o pagamento no mês no mesmo dia que ocorreu a primeira integralização de Cotas da Classe, pelo valor da Cota do dia, encerrando-se as Cotas Subordinadas Mezanino IX do Fundo. j) Rentabilidade alvo: CDI + 3,60% a.a. (três inteiros e sessenta centésimos por cento ao ano). k) Possibili…","Taxa DI + 3,60% a.a. | 54º mês 55º mês 1/6 1/5 1/4 1/3 1/2 1/1 i) Resgate: no 55º (quinquagésimo quinto) mês ocorrerá o resgate integral das Cotas (1/1), com o pagamento no mês no mesmo dia que ocorreu a primeira integralização de Cotas da Classe, pelo valor da Cota do dia, encerrando-se as Cotas Subordinadas Mezanino IX do Fundo. j) Rentabilidade alvo: CDI + 3,60% a.a. (três inteiros e sessenta centésimos por cento ao ano). k) Possibili…","s Cotas da Subordinadas Juniores e das Cotas Subordinadas Mezanino IX do Fundo, conforme assinaturas na lista de presença. Presentes, ainda, os representantes da Administradora e da Gestora. 03. ORDEM DO DIA/DELIBERAÇÕES: Os Cotistas, por unanimidade e sem ressalvas, aprovaram: a) A alteração dos prazos de duração, amortização e resgate das Cotas Subordinadas Mezanino IX, com a consequente alteração dos itens “g”, “…",evento de cota,1138857_assembleia_assembleia_1138857_2026-03-11.pdf · ID 1138857 · 11/03/2026 14:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
VALOREM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL RESPONSABILIDADE LIMITADA,17.468.142/0001-80,28ª Série,,23/03/2026 09:00,Não identificada na extração offline,,,"R$ 10.000.000,00",,"Taxa DI + 2,75% a.a. | estidores profissionais. Regime de Distribuição: Melhores esforços de colocação. Público-Alvo da Oferta: Investidores Profissionais. Distribuidor: Será a própria Administradora do Fundo. 7d100a05-d464-423d-9263-0ef3f76b7bf7 Taxa de Distribuição: (i) Taxa exigível pela CVM, conforme legislação vigente; (ii) remuneração do Distribuidor equivalente a 0,0 2% sobre cada aporte. Possibilidade de cancelamento do saldo não…","Taxa DI + 2,75% a.a. | estidores profissionais. Regime de Distribuição: Melhores esforços de colocação. Público-Alvo da Oferta: Investidores Profissionais. Distribuidor: Será a própria Administradora do Fundo. 7d100a05-d464-423d-9263-0ef3f76b7bf7 Taxa de Distribuição: (i) Taxa exigível pela CVM, conforme legislação vigente; (ii) remuneração do Distribuidor equivalente a 0,0 2% sobre cada aporte. Possibilidade de cancelamento do saldo não…","o: do 19º (décimo nono) mês até o 24º (vigésimo quarto) mês, a contar da data da primeira integralização de Cotas da Subclasse Subordinada Sênior da 28ª Série, com pagamento em cada mês no mesmo dia da primeira integralização de Cotas da Subclasse, pelo valor da Cota do dia, conforme cronograma e proporções abaixo. A amortização será feita utilizando o critério de principal + juros. 19º mês 20º mês 21º mês 22º mês 2…",evento de cota,1146989_assembleia_assembleia_1146989_2026-03-23.pdf · ID 1146989 · 23/03/2026 09:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
VALOREM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL RESPONSABILIDADE LIMITADA,17.468.142/0001-80,,,09/04/2026,Não identificada na extração offline,,,,,"os da Resolução CVM 175/22. “Anexo Normativo II” Significa o anexo normativo II da Resolução CVM 175/22, conforme em vigor. “Apêndices” Significam os apêndices integrantes dos Anexos Descritivos, os quais descreverão as características e os direitos, assim como as condições de emissão, subscrição, integralização, remuneração, amortização e resgate de cada Subclasse de Cotas para cada uma das Classes do Fundo. “Assem…","os da Resolução CVM 175/22. “Anexo Normativo II” Significa o anexo normativo II da Resolução CVM 175/22, conforme em vigor. “Apêndices” Significam os apêndices integrantes dos Anexos Descritivos, os quais descreverão as características e os direitos, assim como as condições de emissão, subscrição, integralização, remuneração, amortização e resgate de cada Subclasse de Cotas para cada uma das Classes do Fundo. “Assem…","__________________________________ 77 CAPÍTULO SÉTIMO – CARACTERÍSTICAS, DIREITOS, CONDIÇÕES DE EMISSÃO, SUBSCRIÇÃO E INTEGRALIZAÇÃO DAS COTAS E PATRIMÔNIO LÍQUIDO ____________________ 80 CAPÍTULO OITAVO – ASSEMBLEIAS ESPECIAIS __________________________________________________ 87 CAPÍTULO NONO – VALORAÇÃO DAS COTAS, AMORTIZAÇÃO E RESGATE DE COTAS, ORDEM DE ALOCAÇÃO DE RECURSOS, RESGATE EM ATIVOS ___________________…",evento de cota,1157934_regulamento_regulamento_1157934_2026-04-09.pdf · ID 1157934 · 09/04/2026,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
VALOREM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL RESPONSABILIDADE LIMITADA,17.468.142/0001-80,,,15/04/2026,Não identificada na extração offline,,,"R$ 10.000.000,00",,,,,emissão,1162431_emissao_emissao_1162431_2026-04-15.pdf · ID 1162431 · 15/04/2026,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
VALOREM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL RESPONSABILIDADE LIMITADA,17.468.142/0001-80,Classe Mezanino II,Mezanino,23/04/2026 14:00,Não identificada na extração offline,,,"R$ 45.000.000,00",,". 85º mês 86º mês 87º mês 88º mês 89º mês 90º mês 1/6 1/5 1/4 1/3 1/2 1/1 j) Resgate: no 90° ( nonagésimo) mês ocorrerá o resgate integral das Cotas (1/1), com o pagamento no mesmo dia do mês que ocorreu a primeira emissão de Cotas da Classe, pelo valor da Cota do dia, encerrando-se a Classe Mezanino V. k) Remuneração alvo: 100% (cem por cento) da variação do CDI-Over + 3,50% (três inteiros e cinco décimos por cento…",". 85º mês 86º mês 87º mês 88º mês 89º mês 90º mês 1/6 1/5 1/4 1/3 1/2 1/1 j) Resgate: no 90° ( nonagésimo) mês ocorrerá o resgate integral das Cotas (1/1), com o pagamento no mesmo dia do mês que ocorreu a primeira emissão de Cotas da Classe, pelo valor da Cota do dia, encerrando-se a Classe Mezanino V. k) Remuneração alvo: 100% (cem por cento) da variação do CDI-Over + 3,50% (três inteiros e cinco décimos por cento…","nica – Responsabilidade Limitada do Fundo, conforme lista de presença arquivada pela Administradora (“Cotistas”). Presentes, ainda, os representantes da Administradora e da Gestora do Fundo. 03. ORDEM DO DIA/DELIBERAÇÕES: Os Cotistas, por unanimidade e sem ressalvas, aprovaram: a) A alteração dos prazos de duração, amortização e resgate das Cotas da Subclasse Subordinada Mezanino II, com a consequente alteração dos…",evento de cota,1171598_assembleia_assembleia_1171598_2026-04-23.pdf · ID 1171598 · 23/04/2026 14:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
VALOREM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL RESPONSABILIDADE LIMITADA,17.468.142/0001-80,30ª Série,,24/04/2026 18:00,Não identificada na extração offline,,,"R$ 30.000.000,00",,"Taxa DI + 2,50% a.a. | estidores profissionais. Regime de Distribuição: Melhores esforços de colocação. Público-Alvo da Oferta: Investidores Profissionais. Distribuidor: Será a própria Administradora do Fundo. f6abce49-2e3c-46da-aabf-ccdc251ca097 Taxa de Distribuição: (i) Taxa exigível pela CVM, conforme legislação vigente; (ii) remuneração do Distribuidor equivalente a 0,0 2% sobre cada aporte. Possibilidade de cancelamento do saldo não…","Taxa DI + 2,50% a.a. | estidores profissionais. Regime de Distribuição: Melhores esforços de colocação. Público-Alvo da Oferta: Investidores Profissionais. Distribuidor: Será a própria Administradora do Fundo. f6abce49-2e3c-46da-aabf-ccdc251ca097 Taxa de Distribuição: (i) Taxa exigível pela CVM, conforme legislação vigente; (ii) remuneração do Distribuidor equivalente a 0,0 2% sobre cada aporte. Possibilidade de cancelamento do saldo não…","o 13º (décimo terceiro) mês até o 24º (vigésimo quarto) mês, a contar da data da primeira integralização de Cotas da Subclasse Subordinada Sênior da 30ª Série, com pagamento em cada mês no mesmo dia da primeira integralização de Cotas da Subclasse, pelo valor da Cota do dia, conforme cronograma e proporções abaixo. A amortização será feita utilizando o critério de principal + juros. 13º mês 14º mês 15º mês 16º mês 1…",evento de cota,1179144_assembleia_assembleia_1179144_2026-04-24.pdf · ID 1179144 · 24/04/2026 18:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
VALOREM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL RESPONSABILIDADE LIMITADA,17.468.142/0001-80,17ª SÉRIE,,27/04/2026 14:00,Não identificada na extração offline,,,"R$ 5.000.000,00",,"Taxa DI + 2,75% a.a. | CVM nº 160, destinada exclusivamente a investidores profissionais. Regime de Distribuição: Melhores esforços de colocação. Público-Alvo da Oferta: Investidor Profissional. Distribuidor: Será a própria Administradora do Fundo. Taxa de Distribuição: (i) Taxa exigível pela CVM, conforme legislação vigente; (ii) remuneração do Distribuidor equivalente a 0,01% sobre cada aporte. aee7ce3f-61f6-4e2a-963d-744b480425bb Possi…","Taxa DI + 2,75% a.a. | CVM nº 160, destinada exclusivamente a investidores profissionais. Regime de Distribuição: Melhores esforços de colocação. Público-Alvo da Oferta: Investidor Profissional. Distribuidor: Será a própria Administradora do Fundo. Taxa de Distribuição: (i) Taxa exigível pela CVM, conforme legislação vigente; (ii) remuneração do Distribuidor equivalente a 0,01% sobre cada aporte. aee7ce3f-61f6-4e2a-963d-744b480425bb Possi…","25º (vigésimo quinto) mês até o 36º (trigésimo sexto) mês, a contar da data da primeira integralização de Cotas da Subclasse Subordinada Sênior da 17ª Série , com pagamento em cada mês no mesmo dia da primeira integralização de Cotas da Subclasse, pelo valor da Cota do dia, conforme cronograma e proporções abaixo. A amortização será feita utilizando o critério de principal + juros. aee7ce3f-61f6-4e2a-963d-744b480425…",evento de cota,1176315_assembleia_assembleia_1176315_2026-04-27.pdf · ID 1176315 · 27/04/2026 14:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
VALOREM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL RESPONSABILIDADE LIMITADA,17.468.142/0001-80,,,04/05/2026,Não identificada na extração offline,,,"R$ 30.000.000,00",,,,,emissão,1179056_emissao_emissao_1179056_2026-05-04.pdf · ID 1179056 · 04/05/2026,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
VALOREM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL RESPONSABILIDADE LIMITADA,17.468.142/0001-80,COTAS SUBORDINADAS MEZANINO II DO VALOREM FUNDO DE,Mezanino,11/05/2026 11:00,Não identificada na extração offline,,,"R$ 20.000.000,00",,"alvo das Cotas da Subclasse Subordinada Mezanino V, com a consequente alteração do ite m “k” do Suplemento das Cotas da Subclasse S ubordinada Mezanino V d a Classe Única – Responsabilidade Limitada do Fundo , que passar á a vigorar conforme redação abaixo e nos termos do Suplemento consolidado anexo (“Anexo II”): “k) Remuneração alvo: 100% (cem por cento) da variação do CDI-Over + 3% (três inteiros por cento) ao an…","alvo das Cotas da Subclasse Subordinada Mezanino V, com a consequente alteração do ite m “k” do Suplemento das Cotas da Subclasse S ubordinada Mezanino V d a Classe Única – Responsabilidade Limitada do Fundo , que passar á a vigorar conforme redação abaixo e nos termos do Suplemento consolidado anexo (“Anexo II”): “k) Remuneração alvo: 100% (cem por cento) da variação do CDI-Over + 3% (três inteiros por cento) ao an…","ra integralização de Cotas. i) Amortizações: do 110° (centésimo décimo) mês até o 115º (centésimo décimo quinto) mês, a contar da data da primeira emissão de Cotas, com pagamento em cada mês no mesmo dia da primeira integralização de Cotas da Classe, pelo valor da Cota do dia, conforme cronograma e proporções abaixo. A amortização será feita utilizando o critério de principal + juros. 110º mês 111º mês 112º mês 113º…",evento de cota,1191041_assembleia_assembleia_1191041_2026-05-11.pdf · ID 1191041 · 11/05/2026 11:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
VALOREM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL RESPONSABILIDADE LIMITADA,17.468.142/0001-80,COTAS SUBORDINADAS MEZANINO VI DO VALOREM,Mezanino,18/05/2026 15:00,Não identificada na extração offline,,,"R$ 20.000.000,00",,"resentes, ainda, os representantes da Administradora e da Gestora do Fundo. 04. MESA: Presidente: Sr. Alexandre Calvo; Secretário: Sr. Leandro Mendes Davanso. 05. ORDEM DO DIA/DELIBERAÇÕES: Os Cotistas, por unanimidade e sem ressalvas, aprovaram: a) A alteração dos prazos de duração, amortização e resgate, além da remuneração alvo das Cotas Subordinadas Mezanino VI da Classe Única – Responsabilidade Limitada do Fund…","resentes, ainda, os representantes da Administradora e da Gestora do Fundo. 04. MESA: Presidente: Sr. Alexandre Calvo; Secretário: Sr. Leandro Mendes Davanso. 05. ORDEM DO DIA/DELIBERAÇÕES: Os Cotistas, por unanimidade e sem ressalvas, aprovaram: a) A alteração dos prazos de duração, amortização e resgate, além da remuneração alvo das Cotas Subordinadas Mezanino VI da Classe Única – Responsabilidade Limitada do Fund…","Administradora (“Cotistas”). Presentes, ainda, os representantes da Administradora e da Gestora do Fundo. 04. MESA: Presidente: Sr. Alexandre Calvo; Secretário: Sr. Leandro Mendes Davanso. 05. ORDEM DO DIA/DELIBERAÇÕES: Os Cotistas, por unanimidade e sem ressalvas, aprovaram: a) A alteração dos prazos de duração, amortização e resgate, além da remuneração alvo das Cotas Subordinadas Mezanino VI da Classe Única – Res…",evento de cota,1200083_assembleia_assembleia_1200083_2026-05-18.pdf · ID 1200083 · 18/05/2026 15:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
