grupo,fundo,nome_curto,cnpj,data_documento,documento_id,source_file,categoria_documento,tipo_documento,criterio,chave,evento,comparacao,limite,threshold_value,threshold_unit,monitorabilidade_ime,metrica_ime,fonte_pagina,trecho,mudanca_vs_evidencia_anterior
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,13/08/2021,207364,data/raw/33254370000104/207364_regulamento_regulamento_207364_2021-08-13.pdf,regulamento,Regulamento,Subordinação mínima,subordination_ratio_min,enquadramento,>=,"33,33 %",0.3333,ratio,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",207364_regulamento_regulamento_207364_2021-08-13.pdf · ID 207364,"te deste Regulamento; (d) valor unitário calculado todo Dia Útil, para efeito de definição de seu valor de integralização, amortização ou resgate, observados os critérios no Capítulo 11 deste Regulamento; (e) direito de voto em todas e quaisquer matérias objeto de deliberação nas Assembleias Gerais, sendo que a cada Cota Sênior corresponderá 1 (um) voto; 27 (f) é expressamente vedado qualquer tipo de subordinação ou…",primeira evidência local
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,13/08/2021,207364,data/raw/33254370000104/207364_regulamento_regulamento_207364_2021-08-13.pdf,regulamento,Regulamento,Subordinação mínima,subordination_ratio_min,enquadramento,>=,"33,33 %",0.3333,ratio,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",207364_regulamento_regulamento_207364_2021-08-13.pdf · ID 207364,"Sênior corresponderá 1 (um) voto; 27 (f) é expressamente vedado qualquer tipo de subordinação ou tratamento não igualitário entre os titulares de Cotas Seniores; e (g) poderão ser divididas em séries com valores e prazos diferenciados para amortização, resgate e remuneração, conforme respectivo Suple mento de Cotas Seniores. 10.2.2 Enquanto existirem Cotas Seniores em circulação, a Relação Mínima de Subordinação dev…",sem mudança vs evidência anterior
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,13/08/2021,207364,data/raw/33254370000104/207364_regulamento_regulamento_207364_2021-08-13.pdf,regulamento,Regulamento,Subordinação mínima,subordination_ratio_min,enquadramento,>=,"33,33 %",0.3333,ratio,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",207364_regulamento_regulamento_207364_2021-08-13.pdf · ID 207364,"ualquer tipo de subordinação ou tratamento não igualitário entre os titulares de Cotas Seniores; e (g) poderão ser divididas em séries com valores e prazos diferenciados para amortização, resgate e remuneração, conforme respectivo Suple mento de Cotas Seniores. 10.2.2 Enquanto existirem Cotas Seniores em circulação, a Relação Mínima de Subordinação deverá ser mantida. 10.2.3 Sem prejuízo da Relação Mínima de Subordi…",sem mudança vs evidência anterior
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,21/10/2021,228026,data/raw/33254370000104/228026_regulamento_regulamento_228026_2021-10-21.pdf,regulamento,Regulamento,Subordinação mínima,subordination_ratio_min,enquadramento,>=,"33,33%",0.3333,ratio,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",228026_regulamento_regulamento_228026_2021-10-21.pdf · ID 228026,"integrante deste Regulamento; (d) valor unitário calculado todo Dia Útil, para efeito de definição de seu valor de integralização, amortização ou resgate, observados os critérios no Capítulo 11 deste Regulamento; (e) direito de voto em todas e quaisquer matérias objeto de deliberação nas Assembleias Gerais, sendo que a cada Cota Sênior corresponderá 1 (um) voto; (f) é expressamente vedad o qualquer tipo de subordina…","alterou de >= 33,33 % para >= 33,33%"
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,21/10/2021,228026,data/raw/33254370000104/228026_regulamento_regulamento_228026_2021-10-21.pdf,regulamento,Regulamento,Subordinação mínima,subordination_ratio_min,enquadramento,>=,"33,33%",0.3333,ratio,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",228026_regulamento_regulamento_228026_2021-10-21.pdf · ID 228026,"cada Cota Sênior corresponderá 1 (um) voto; (f) é expressamente vedad o qualquer tipo de subordinação ou tratamento não igualitário entre os titulares de Cotas Seniores; e (g) poderão ser divididas em séries com valores e prazos diferenciados para amortização, resgate e remuneração, conforme respectivo Suplemento de Cotas Seniores. 10.2.2 Enquanto existirem Cotas Seniores em circulação, a Relação Mínima de Subordina…",sem mudança vs evidência anterior
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,21/10/2021,228026,data/raw/33254370000104/228026_regulamento_regulamento_228026_2021-10-21.pdf,regulamento,Regulamento,Subordinação mínima,subordination_ratio_min,enquadramento,>=,"33,33%",0.3333,ratio,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",228026_regulamento_regulamento_228026_2021-10-21.pdf · ID 228026,"qualquer tipo de subordinação ou tratamento não igualitário entre os titulares de Cotas Seniores; e (g) poderão ser divididas em séries com valores e prazos diferenciados para amortização, resgate e remuneração, conforme respectivo Suplemento de Cotas Seniores. 10.2.2 Enquanto existirem Cotas Seniores em circulação, a Relação Mínima de Subordinação deverá ser mantida. 10.2.3 Sem prejuízo da Relação Mínima de Subordi…",sem mudança vs evidência anterior
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,29/06/2022,325865,data/raw/33254370000104/325865_regulamento_regulamento_325865_2022-06-29.pdf,regulamento,Regulamento,Subordinação mínima,subordination_ratio_min,enquadramento,>=,"33,33%",0.3333,ratio,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",325865_regulamento_regulamento_325865_2022-06-29.pdf · ID 325865,"te integrante deste Regulamento; (d) valor unitário calculado todo Dia Útil, para efeito de definição de seu valor de integralização, amortização ou resgate, observados os critérios no Capítulo 11 deste Regulamento; (e) direito de voto em todas e quaisquer matérias objeto de deliberação nas Assembleias Gerais, sendo que a cada Cota Sênior corresponderá 1 (um) voto; (f) é expressamente vedado qualquer tipo de subordi…",sem mudança vs evidência anterior
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,29/06/2022,325865,data/raw/33254370000104/325865_regulamento_regulamento_325865_2022-06-29.pdf,regulamento,Regulamento,Subordinação mínima,subordination_ratio_min,enquadramento,>=,"33,33%",0.3333,ratio,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",325865_regulamento_regulamento_325865_2022-06-29.pdf · ID 325865,"a cada Cota Sênior corresponderá 1 (um) voto; (f) é expressamente vedado qualquer tipo de subordinação ou tratamento não igualitário entre os titulares de Cotas Seniores; e (g) poderão ser divididas em séries com valores e prazos diferenciados para amortização, resgate e remuneração, conforme resp ectivo Suplemento de Cotas Seniores. 10.2.2 Enquanto existirem Cotas Seniores em circulação, a Relação Mínima de Subordi…",sem mudança vs evidência anterior
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,29/06/2022,325865,data/raw/33254370000104/325865_regulamento_regulamento_325865_2022-06-29.pdf,regulamento,Regulamento,Subordinação mínima,subordination_ratio_min,enquadramento,>=,"33,33%",0.3333,ratio,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",325865_regulamento_regulamento_325865_2022-06-29.pdf · ID 325865,"ualquer tipo de subordinação ou tratamento não igualitário entre os titulares de Cotas Seniores; e (g) poderão ser divididas em séries com valores e prazos diferenciados para amortização, resgate e remuneração, conforme resp ectivo Suplemento de Cotas Seniores. 10.2.2 Enquanto existirem Cotas Seniores em circulação, a Relação Mínima de Subordinação deverá ser mantida. 10.2.3 Sem prejuízo da Relação Mínima de Subordi…",sem mudança vs evidência anterior
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,14/10/2022,365262,data/raw/33254370000104/365262_regulamento_regulamento_365262_2022-10-14.pdf,regulamento,Regulamento,Subordinação mínima,subordination_ratio_min,enquadramento,>=,"33,33%",0.3333,ratio,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",365262_regulamento_regulamento_365262_2022-10-14.pdf · ID 365262,"te integrante deste Regulamento; (d) valor unitário calculado todo Dia Útil, para efeito de definição de seu valor de integralização, amortização ou resgate, observados os critérios no Capítulo 11 deste Regulamento; (e) direito de voto em todas e quaisquer matérias objeto de deliberação nas Assembleias Gerais, sendo que a cada Cota Sênior corresponderá 1 (um) voto; (f) é expressamente vedado qualquer tipo de subordi…",sem mudança vs evidência anterior
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,14/10/2022,365262,data/raw/33254370000104/365262_regulamento_regulamento_365262_2022-10-14.pdf,regulamento,Regulamento,Subordinação mínima,subordination_ratio_min,enquadramento,>=,"33,33%",0.3333,ratio,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",365262_regulamento_regulamento_365262_2022-10-14.pdf · ID 365262,"ota Sênior corresponderá 1 (um) voto; (f) é expressamente vedado qualquer tipo de subordinação ou tratamento não igualitário entre os titulares de Cotas Seniores; e (g) poderão ser divididas em séries com valores e prazos diferenciados para amortização, resgate e remuneração, conforme respectivo Suplement o de Cotas Seniores. 37 10.2.2 Enquanto existirem Cotas Seniores em circulação, a Relação Mínima de Subordinação…",sem mudança vs evidência anterior
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,14/10/2022,365262,data/raw/33254370000104/365262_regulamento_regulamento_365262_2022-10-14.pdf,regulamento,Regulamento,Subordinação mínima,subordination_ratio_min,enquadramento,>=,"33,33%",0.3333,ratio,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",365262_regulamento_regulamento_365262_2022-10-14.pdf · ID 365262,"tipo de subordinação ou tratamento não igualitário entre os titulares de Cotas Seniores; e (g) poderão ser divididas em séries com valores e prazos diferenciados para amortização, resgate e remuneração, conforme respectivo Suplement o de Cotas Seniores. 37 10.2.2 Enquanto existirem Cotas Seniores em circulação, a Relação Mínima de Subordinação deverá ser mantida. 10.2.3 Sem prejuízo da Relação Mínima de Subordinação…",sem mudança vs evidência anterior
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,26/04/2023,451354,data/raw/33254370000104/451354_regulamento_regulamento_451354_2023-04-26.pdf,regulamento,Regulamento,Subordinação mínima,subordination_ratio_min,enquadramento,>=,"33,33%",0.3333,ratio,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",451354_regulamento_regulamento_451354_2023-04-26.pdf · ID 451354,"te integrante deste Regulamento; (d) valor unitário calculado todo Dia Útil, para efeito de definição de seu valor de integralização, amortização ou resgate, observados os critérios no Capítulo 11 deste Regulamento; (e) direito de voto em todas e quaisquer matérias objeto de deliberação nas Assembleias Gerais, sendo que a cada Cota Sênior corresponderá 1 (um) voto; (f) é expressamente vedado qualquer tipo de subordi…",sem mudança vs evidência anterior
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,26/04/2023,451354,data/raw/33254370000104/451354_regulamento_regulamento_451354_2023-04-26.pdf,regulamento,Regulamento,Subordinação mínima,subordination_ratio_min,enquadramento,>=,"33,33%",0.3333,ratio,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",451354_regulamento_regulamento_451354_2023-04-26.pdf · ID 451354,"a cada Cota Sênior corresponderá 1 (um) voto; (f) é expressamente vedado qualquer tipo de subordinação ou tratamento não igualitário entre os titulares de Cotas Seniores; e (g) poderão ser divididas em séries com valores e prazos diferenciados para amortização, resgate e remunera ção, conforme respectivo Suplemento de Cotas Seniores. 10.2.2 Enquanto existirem Cotas Seniores em circulação, a Relação Mínima de Subordi…",sem mudança vs evidência anterior
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,26/04/2023,451354,data/raw/33254370000104/451354_regulamento_regulamento_451354_2023-04-26.pdf,regulamento,Regulamento,Subordinação mínima,subordination_ratio_min,enquadramento,>=,"33,33%",0.3333,ratio,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",451354_regulamento_regulamento_451354_2023-04-26.pdf · ID 451354,"ualquer tipo de subordinação ou tratamento não igualitário entre os titulares de Cotas Seniores; e (g) poderão ser divididas em séries com valores e prazos diferenciados para amortização, resgate e remunera ção, conforme respectivo Suplemento de Cotas Seniores. 10.2.2 Enquanto existirem Cotas Seniores em circulação, a Relação Mínima de Subordinação deverá ser mantida. 10.2.3 Sem prejuízo da Relação Mínima de Subordi…",sem mudança vs evidência anterior
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,30/04/2025,914386,data/raw/33254370000104/914386_regulamento_regulamento_914386_2025-04-30.pdf,regulamento,Regulamento,Subordinação mínima,subordination_ratio_min,enquadramento,>=,7%,0.07,ratio,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",914386_regulamento_regulamento_914386_2025-04-30.pdf · ID 914386,"ntual anualizada com base na Meta de Remuneração Sênior do período, anualizada sob forma de capitalização composta, com base em um ano de 252 (duzentos e cinquenta e dois) Dias Úteis; Per. Snr – é o percentual do PLEoP composto por Cotas Seniores. 10.3 Caso, em determinado mês-calendário, a média móvel dos três meses anteriores ao cálculo da Rentabilidade Excedente seja inferior a 7% (sete por cento), o Índice de Su…","alterou de >= 33,33% para >= 7%"
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,30/04/2025,914386,data/raw/33254370000104/914386_regulamento_regulamento_914386_2025-04-30.pdf,regulamento,Regulamento,Subordinação mínima,subordination_ratio_min,enquadramento,>=,7%,0.07,ratio,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",914386_regulamento_regulamento_914386_2025-04-30.pdf · ID 914386,"composta, com base em um ano de 252 (duzentos e cinquenta e dois) Dias Úteis; Per. Snr – é o percentual do PLEoP composto por Cotas Seniores. 10.3 Caso, em determinado mês-calendário, a média móvel dos três meses anteriores ao cálculo da Rentabilidade Excedente seja inferior a 7% (sete por cento), o Índice de Subordinação deverá ser elevado conforme tabela abaixo: Rentabilidade Excedente do Fundo (R) Índice de Subor…",sem mudança vs evidência anterior
