Fundo,CNPJ,Critério,Limite/regra,Monitorabilidade IME,Métrica IME / proxy,Condição de alerta sugerida,Observação técnica,Fonte,cnpj_digits,arquivo_origem_tabela,Chave,Status curadoria,Evento,Comparação,Limite,Monitoramento,Métrica IME sugerida,Comentário,Trecho/Fórmula
SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,50.473.039/0001-02,Subordinação mínima,,,,,,471085_regulamento_regulamento_471085_2023-05-29.pdf,50473039000102,reports/regulatory_criteria_matrix.csv,subordination_ratio_min,,enquadramento,>=,30%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.,
SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,50.473.039/0001-02,Cobertura mínima de PDD/provisão,,,,,,471085_regulamento_regulamento_471085_2023-05-29.pdf,50473039000102,reports/regulatory_criteria_matrix.csv,pdd_coverage_min,,enquadramento,>=,100%,monitoravel,PDD / Venc Total ou PDD / Venc > 90 d,O Informe Mensal traz provisão e buckets de atraso; a aderência depende da definição exata do regulamento.,
SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,50.473.039/0001-02,Alocação mínima em direitos creditórios,,,,,,471085_regulamento_regulamento_471085_2023-05-29.pdf,50473039000102,reports/regulatory_criteria_matrix.csv,credit_rights_allocation_min,,enquadramento,>=,50%,monitoravel,Dir Cred / PL,O Informe Mensal traz direitos creditórios e PL.,
SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,50.473.039/0001-02,Limite de recompra,,,,,,471085_regulamento_regulamento_471085_2023-05-29.pdf,50473039000102,reports/regulatory_criteria_matrix.csv,recompras_max,,enquadramento,<=,5%,monitoravel,Recompras / Crédito ou Recompras / PL,O Informe Mensal traz recompras mensais; thresholds acumulados exigem janela definida no documento.,
SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,50.473.039/0001-02,Reserva ou caixa mínimo,,,,,,471085_regulamento_regulamento_471085_2023-05-29.pdf,50473039000102,reports/regulatory_criteria_matrix.csv,minimum_cash_ratio,,enquadramento,>=,100%,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,"O Informe Mensal traz caixa, mas cronogramas futuros e reservas regulatórias nem sempre são campos padronizados.",
SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,50.473.039/0001-02,Limite de concentração,,,,,,471085_regulamento_regulamento_471085_2023-05-29.pdf,50473039000102,reports/regulatory_criteria_matrix.csv,concentration_limits,,elegibilidade,<=,20%,nao_monitoravel,,"Limites por sacado, cedente ou grupo econômico exigem granularidade não disponível no IME público.",
SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,50.473.039/0001-02,Subordinação mínima,,,,,,558844_regulamento_regulamento_558844_2023-11-23.pdf,50473039000102,reports/regulatory_criteria_matrix.csv,subordination_ratio_min,,enquadramento,>=,30%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.,
SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,50.473.039/0001-02,Cobertura mínima de PDD/provisão,,,,,,558844_regulamento_regulamento_558844_2023-11-23.pdf,50473039000102,reports/regulatory_criteria_matrix.csv,pdd_coverage_min,,enquadramento,>=,100%,monitoravel,PDD / Venc Total ou PDD / Venc > 90 d,O Informe Mensal traz provisão e buckets de atraso; a aderência depende da definição exata do regulamento.,
SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,50.473.039/0001-02,Alocação mínima em direitos creditórios,,,,,,558844_regulamento_regulamento_558844_2023-11-23.pdf,50473039000102,reports/regulatory_criteria_matrix.csv,credit_rights_allocation_min,,enquadramento,>=,50%,monitoravel,Dir Cred / PL,O Informe Mensal traz direitos creditórios e PL.,
SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,50.473.039/0001-02,Limite de recompra,,,,,,558844_regulamento_regulamento_558844_2023-11-23.pdf,50473039000102,reports/regulatory_criteria_matrix.csv,recompras_max,,enquadramento,<=,5%,monitoravel,Recompras / Crédito ou Recompras / PL,O Informe Mensal traz recompras mensais; thresholds acumulados exigem janela definida no documento.,
SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,50.473.039/0001-02,Reserva ou caixa mínimo,,,,,,558844_regulamento_regulamento_558844_2023-11-23.pdf,50473039000102,reports/regulatory_criteria_matrix.csv,minimum_cash_ratio,,enquadramento,>=,100%,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,"O Informe Mensal traz caixa, mas cronogramas futuros e reservas regulatórias nem sempre são campos padronizados.",
SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,50.473.039/0001-02,Limite de concentração,,,,,,558844_regulamento_regulamento_558844_2023-11-23.pdf,50473039000102,reports/regulatory_criteria_matrix.csv,concentration_limits,,elegibilidade,<=,20%,nao_monitoravel,,"Limites por sacado, cedente ou grupo econômico exigem granularidade não disponível no IME público.",
SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,50.473.039/0001-02,Subordinação mínima,,,,,,790772_regulamento_regulamento_790772_2024-11-28.pdf,50473039000102,reports/regulatory_criteria_matrix.csv,subordination_ratio_min,,enquadramento,>=,30%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.,
SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,50.473.039/0001-02,Cobertura mínima de PDD/provisão,,,,,,790772_regulamento_regulamento_790772_2024-11-28.pdf,50473039000102,reports/regulatory_criteria_matrix.csv,pdd_coverage_min,,enquadramento,>=,100%,monitoravel,PDD / Venc Total ou PDD / Venc > 90 d,O Informe Mensal traz provisão e buckets de atraso; a aderência depende da definição exata do regulamento.,
SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,50.473.039/0001-02,Alocação mínima em direitos creditórios,,,,,,790772_regulamento_regulamento_790772_2024-11-28.pdf,50473039000102,reports/regulatory_criteria_matrix.csv,credit_rights_allocation_min,,enquadramento,>=,67%,monitoravel,Dir Cred / PL,O Informe Mensal traz direitos creditórios e PL.,
SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,50.473.039/0001-02,Alocação mínima em direitos creditórios,,,,,,790772_regulamento_regulamento_790772_2024-11-28.pdf,50473039000102,reports/regulatory_criteria_matrix.csv,credit_rights_allocation_min,,enquadramento,>=,50%,monitoravel,Dir Cred / PL,O Informe Mensal traz direitos creditórios e PL.,
SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,50.473.039/0001-02,Limite de recompra,,,,,,790772_regulamento_regulamento_790772_2024-11-28.pdf,50473039000102,reports/regulatory_criteria_matrix.csv,recompras_max,,enquadramento,<=,5%,monitoravel,Recompras / Crédito ou Recompras / PL,O Informe Mensal traz recompras mensais; thresholds acumulados exigem janela definida no documento.,
SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,50.473.039/0001-02,Reserva ou caixa mínimo,,,,,,790772_regulamento_regulamento_790772_2024-11-28.pdf,50473039000102,reports/regulatory_criteria_matrix.csv,minimum_cash_ratio,,enquadramento,>=,100%,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,"O Informe Mensal traz caixa, mas cronogramas futuros e reservas regulatórias nem sempre são campos padronizados.",
SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,50.473.039/0001-02,Subordinação mínima,,,,,,790777_regulamento_regulamento_790777_2024-11-28.pdf,50473039000102,reports/regulatory_criteria_matrix.csv,subordination_ratio_min,,enquadramento,>=,30%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.,
SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,50.473.039/0001-02,Cobertura mínima de PDD/provisão,,,,,,790777_regulamento_regulamento_790777_2024-11-28.pdf,50473039000102,reports/regulatory_criteria_matrix.csv,pdd_coverage_min,,enquadramento,>=,100%,monitoravel,PDD / Venc Total ou PDD / Venc > 90 d,O Informe Mensal traz provisão e buckets de atraso; a aderência depende da definição exata do regulamento.,
SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,50.473.039/0001-02,Alocação mínima em direitos creditórios,,,,,,790777_regulamento_regulamento_790777_2024-11-28.pdf,50473039000102,reports/regulatory_criteria_matrix.csv,credit_rights_allocation_min,,enquadramento,>=,67%,monitoravel,Dir Cred / PL,O Informe Mensal traz direitos creditórios e PL.,
SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,50.473.039/0001-02,Alocação mínima em direitos creditórios,,,,,,790777_regulamento_regulamento_790777_2024-11-28.pdf,50473039000102,reports/regulatory_criteria_matrix.csv,credit_rights_allocation_min,,enquadramento,>=,50%,monitoravel,Dir Cred / PL,O Informe Mensal traz direitos creditórios e PL.,
SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,50.473.039/0001-02,Limite de recompra,,,,,,790777_regulamento_regulamento_790777_2024-11-28.pdf,50473039000102,reports/regulatory_criteria_matrix.csv,recompras_max,,enquadramento,<=,5%,monitoravel,Recompras / Crédito ou Recompras / PL,O Informe Mensal traz recompras mensais; thresholds acumulados exigem janela definida no documento.,
SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,50.473.039/0001-02,Reserva ou caixa mínimo,,,,,,790777_regulamento_regulamento_790777_2024-11-28.pdf,50473039000102,reports/regulatory_criteria_matrix.csv,minimum_cash_ratio,,enquadramento,>=,100%,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,"O Informe Mensal traz caixa, mas cronogramas futuros e reservas regulatórias nem sempre são campos padronizados.",
SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,50.473.039/0001-02,Subordinação mínima,,,,,,909546_assembleia_assembleia_909546_2025-05-19.pdf,50473039000102,reports/regulatory_criteria_matrix.csv,subordination_ratio_min,,enquadramento,>=,10%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.,
SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,50.473.039/0001-02,Alocação mínima em direitos creditórios,,,,,,909546_assembleia_assembleia_909546_2025-05-19.pdf,50473039000102,reports/regulatory_criteria_matrix.csv,credit_rights_allocation_min,,enquadramento,>=,100%,monitoravel,Dir Cred / PL,O Informe Mensal traz direitos creditórios e PL.,
SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,50.473.039/0001-02,Limite de recompra,,,,,,909546_assembleia_assembleia_909546_2025-05-19.pdf,50473039000102,reports/regulatory_criteria_matrix.csv,recompras_max,,enquadramento,<=,5%,monitoravel,Recompras / Crédito ou Recompras / PL,O Informe Mensal traz recompras mensais; thresholds acumulados exigem janela definida no documento.,
SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,50.473.039/0001-02,Reserva ou caixa mínimo,,,,,,909546_assembleia_assembleia_909546_2025-05-19.pdf,50473039000102,reports/regulatory_criteria_matrix.csv,minimum_cash_ratio,,enquadramento,>=,10%,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,"O Informe Mensal traz caixa, mas cronogramas futuros e reservas regulatórias nem sempre são campos padronizados.",
SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,50.473.039/0001-02,Subordinação mínima,,,,,,909547_regulamento_regulamento_909547_2025-05-19.pdf,50473039000102,reports/regulatory_criteria_matrix.csv,subordination_ratio_min,,enquadramento,>=,10%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.,
SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,50.473.039/0001-02,Cobertura mínima de PDD/provisão,,,,,,909547_regulamento_regulamento_909547_2025-05-19.pdf,50473039000102,reports/regulatory_criteria_matrix.csv,pdd_coverage_min,,enquadramento,>=,100%,monitoravel,PDD / Venc Total ou PDD / Venc > 90 d,O Informe Mensal traz provisão e buckets de atraso; a aderência depende da definição exata do regulamento.,
SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,50.473.039/0001-02,Alocação mínima em direitos creditórios,,,,,,909547_regulamento_regulamento_909547_2025-05-19.pdf,50473039000102,reports/regulatory_criteria_matrix.csv,credit_rights_allocation_min,,enquadramento,>=,67%,monitoravel,Dir Cred / PL,O Informe Mensal traz direitos creditórios e PL.,
SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,50.473.039/0001-02,Alocação mínima em direitos creditórios,,,,,,909547_regulamento_regulamento_909547_2025-05-19.pdf,50473039000102,reports/regulatory_criteria_matrix.csv,credit_rights_allocation_min,,enquadramento,>=,50%,monitoravel,Dir Cred / PL,O Informe Mensal traz direitos creditórios e PL.,
SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,50.473.039/0001-02,Limite de recompra,,,,,,909547_regulamento_regulamento_909547_2025-05-19.pdf,50473039000102,reports/regulatory_criteria_matrix.csv,recompras_max,,enquadramento,<=,5%,monitoravel,Recompras / Crédito ou Recompras / PL,O Informe Mensal traz recompras mensais; thresholds acumulados exigem janela definida no documento.,
SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,50.473.039/0001-02,Reserva ou caixa mínimo,,,,,,909547_regulamento_regulamento_909547_2025-05-19.pdf,50473039000102,reports/regulatory_criteria_matrix.csv,minimum_cash_ratio,,enquadramento,>=,100%,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,"O Informe Mensal traz caixa, mas cronogramas futuros e reservas regulatórias nem sempre são campos padronizados.",
SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,50.473.039/0001-02,Reserva ou caixa mínimo,,,,,,909547_regulamento_regulamento_909547_2025-05-19.pdf,50473039000102,reports/regulatory_criteria_matrix.csv,minimum_cash_ratio,,enquadramento,>=,100 %,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,"O Informe Mensal traz caixa, mas cronogramas futuros e reservas regulatórias nem sempre são campos padronizados.",
SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,55.471.753/0001-77,Subordinação mínima,,,,,,691282_regulamento_regulamento_691282_2024-06-10.pdf,55471753000177,reports/regulatory_criteria_matrix.csv,subordination_ratio_min,,enquadramento,>=,30%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.,
SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,55.471.753/0001-77,Alocação mínima em direitos creditórios,,,,,,691282_regulamento_regulamento_691282_2024-06-10.pdf,55471753000177,reports/regulatory_criteria_matrix.csv,credit_rights_allocation_min,,enquadramento,>=,50%,monitoravel,Dir Cred / PL,O Informe Mensal traz direitos creditórios e PL.,
SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,55.471.753/0001-77,Alocação mínima em direitos creditórios,,,,,,691282_regulamento_regulamento_691282_2024-06-10.pdf,55471753000177,reports/regulatory_criteria_matrix.csv,credit_rights_allocation_min,,enquadramento,>=,67%,monitoravel,Dir Cred / PL,O Informe Mensal traz direitos creditórios e PL.,
SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,55.471.753/0001-77,Limite de recompra,,,,,,691282_regulamento_regulamento_691282_2024-06-10.pdf,55471753000177,reports/regulatory_criteria_matrix.csv,recompras_max,,enquadramento,>=,5%,monitoravel,Recompras / Crédito ou Recompras / PL,O Informe Mensal traz recompras mensais; thresholds acumulados exigem janela definida no documento.,
SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,55.471.753/0001-77,Reserva ou caixa mínimo,,,,,,691282_regulamento_regulamento_691282_2024-06-10.pdf,55471753000177,reports/regulatory_criteria_matrix.csv,minimum_cash_ratio,,enquadramento,>=,100%,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,"O Informe Mensal traz caixa, mas cronogramas futuros e reservas regulatórias nem sempre são campos padronizados.",
SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,55.471.753/0001-77,Reserva ou caixa mínimo,,,,,,691282_regulamento_regulamento_691282_2024-06-10.pdf,55471753000177,reports/regulatory_criteria_matrix.csv,minimum_cash_ratio,,enquadramento,>=,7%,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,"O Informe Mensal traz caixa, mas cronogramas futuros e reservas regulatórias nem sempre são campos padronizados.",
SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,55.471.753/0001-77,Alocação mínima em direitos creditórios,,,,,,691283_regulamento_regulamento_691283_2024-07-02.pdf,55471753000177,reports/regulatory_criteria_matrix.csv,credit_rights_allocation_min,,enquadramento,>=,"33,3%",monitoravel,Dir Cred / PL,O Informe Mensal traz direitos creditórios e PL.,
SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,55.471.753/0001-77,Subordinação mínima,,,,,,691284_regulamento_regulamento_691284_2024-07-02.pdf,55471753000177,reports/regulatory_criteria_matrix.csv,subordination_ratio_min,,enquadramento,>=,"3,3%",monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.,
SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,55.471.753/0001-77,Cobertura mínima de PDD/provisão,,,,,,691284_regulamento_regulamento_691284_2024-07-02.pdf,55471753000177,reports/regulatory_criteria_matrix.csv,pdd_coverage_min,,enquadramento,>=,100%,monitoravel,PDD / Venc Total ou PDD / Venc > 90 d,O Informe Mensal traz provisão e buckets de atraso; a aderência depende da definição exata do regulamento.,
SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,55.471.753/0001-77,Alocação mínima em direitos creditórios,,,,,,691284_regulamento_regulamento_691284_2024-07-02.pdf,55471753000177,reports/regulatory_criteria_matrix.csv,credit_rights_allocation_min,,enquadramento,>=,50%,monitoravel,Dir Cred / PL,O Informe Mensal traz direitos creditórios e PL.,
SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA,55.471.753/0001-77,Alocação mínima em direitos creditórios,,,,,,691284_regulamento_regulamento_691284_2024-07-02.pdf,55471753000177,reports/regulatory_criteria_matrix.csv,credit_rights_allocation_min,,enquadramento,>=,67%,monitoravel,Dir Cred / PL,O Informe Mensal traz direitos creditórios e PL.,
