Fundo,CNPJ,Data,Classe/Série,Evento,Volume,Remuneração,Amortização/Vencimento,Fonte
SUMUP SMART IV FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,62.626.887/0001-85,,,evento de cota,,"de hora e local para que seja feita a entrega dos ativos, ou (ii) não tenha sido eleito um administrador para o condomínio, nos termos 32 solicitados pelo Administrador na notificação referida no item 18.4.1, o Administrador poderá promover a consignação dos ativos, na forma do Artigo 334 do Código Civil Brasileiro. 19. REMUNERAÇÃO E ENCARGOS DO FUNDO 19.1. Pela administração do Fundo, nela compreendida as atividade…","na regulamentação aplicável; (vii) elaborar e divulgar as informações periódicas e eventuais do Fundo; (viii) manter atualizada junto à CVM a lista de todos os prestadores de serviços contratados pelo FUNDO, inclusive os prestadores de serviços essenciais, bem como as demais informações cadastrais do Fundo; (ix) efetuar a amortização das Cotas; (x) monitorar, na esfera de sua competência, as hipóteses de liquidação…",1005991_regulamento_regulamento_1005991_2025-10-01.pdf
SUMUP SMART IV FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,62.626.887/0001-85,,,evento de cota,,,"ações fiscais decorrentes dos fatos geradores ocorridos a partir do 1º (primeiro) dia útil subsequente à Data de Transferência, inclusive, caberão à Nova Administradora. 4 Corporativo | Interno 6.2.7. A Administradora se responsabiliza perante a Nova Administradora, ainda, pelo que segue: A. Encaminhar, no prazo de até 1 (um) dia útil antes da Data de Transferência, via digital formalizada da presente Ata; B. Efetua…",1007124_assembleia_assembleia_1007124_2025-10-02.pdf
SUMUP SMART IV FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,62.626.887/0001-85,,,evento de cota,,"e local para que seja feita a entrega dos ativos, ou (ii) não tenha sido eleito um administrador para o condomínio, nos termos 32 solicitados pelo Administrador na notificação referida no item 1 8.4.1, o Administrador poderá promover a consignação dos ativos, na forma do Artigo 334 do Código Civil Brasileiro. 19. REMUNERAÇÃO E ENCARGOS DO FUNDO 19.1. Pela administração do Fundo, nela compreendida as atividades do Ad…","egulamentação aplicável; (vii) elaborar e divulgar as informações periódicas e eventuais do Fundo; (viii) manter atualizada junto à CVM a lista de todos os prestadores de serviços contratados pelo FUNDO, inclusive os prestadores de serviços essenciais, bem como as demais informações cadastrais do Fundo; (ix) efetuar a amortização das Cotas; (x) monitorar, na esfera de sua competência, as hipóteses de liquidação ante…",1018871_regulamento_regulamento_1018871_2025-10-06.pdf
SUMUP SMART IV FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,62.626.887/0001-85,,,evento de cota,"R$ 1.000,00","ário: R$1.000,00 (mil reais) na Data de Contagem (conforme definida abaixo). Data de Amortização Final (vencimento): Data de Pagamento correspondente a 09 de novembro de 2028. Data de Contagem 17 de novembro de 2025. Sobretaxa Sênior: 0,515% (zero vírgula quinhentos e quinze por cento) ao ano. Meta de Remuneração: as Cotas Seniores serão valoradas diariamente, a partir da Data de Contagem até a Data de Amortização F…","órios e Outras Avenças”, a ser celebrado entre o Fundo, a SumUp e o Gestor, com a interveniência anuência da Administradora (“Contrato de Cessão”); VIII. a definição da data-base para fins de início da incorporação do Benchmark ao valor das cotas da Subclasse Sênior e das cotas Subclasse Subordinada Júnior; e IX. a amortização extraordinária das cotas Subclasse Subordinada Júnior. DELIBERAÇÕES: analisadas as matéria…",1037252_regulamento_regulamento_1037252_2025-11-13.pdf
SUMUP SMART IV FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,62.626.887/0001-85,,,evento de cota,"R$1.000.000,00",1) Valor Principal de Referência; 7 (2) Valor Principal de Referência Anterior; (3) Valor Unitário de Referência; (4) Valor Unitário de Referência Corrigido; (5) Valor Unitário de Referência Corrigido Antes da Amortização; (6) Meta de Amortização; (7) Meta de Amortização de Principal; e (8) Limite Superior de Remuneração; Para fins de apuração do Valor Unitário de Referência Corrigido Antes da Amortização e do respe…,"a do Fundo descrita no presente Regulamento. 2. DA FORMA DE CONSTITUIÇÃO E PÚBLICO -ALVO, DA CLASSE ÚNICA E DA RESPONSABILIDADE LIMITADA 2.1. O Fundo é constituído em uma única Classe de Cotas fechada, nos termos do artigo 5º do Anexo Normativo II à Resolução CVM nº 175, de modo que as Cotas somente serão objeto de amortização final ao término do prazo definido no respectivo Apêndice ou em caso de liquidação antecip…",1037253_regulamento_regulamento_1037253_2025-11-13.pdf
SUMUP SMART IV FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,62.626.887/0001-85,,,evento de cota,"R$ 1.000,00","ário: R$1.000,00 (mil reais) na Data de Contagem (conforme definida abaixo). Data de Amortização Final (vencimento): Data de Pagamento correspondente a 09 de novembro de 2028. Data de Contagem 17 de novembro de 2025. Sobretaxa Sênior: 0,515% (zero vírgula quinhentos e quinze por cento) ao ano. Meta de Remuneração: as Cotas Seniores serão valoradas diariamente, a partir da Data de Contagem até a Data de Amortização F…","órios e Outras Avenças”, a ser celebrado entre o Fundo, a SumUp e o Gestor, com a interveniência anuência da Administradora (“Contrato de Cessão”); VIII. a definição da data-base para fins de início da incorporação do Benchmark ao valor das cotas da Subclasse Sênior e das cotas Subclasse Subordinada Júnior; e IX. a amortização extraordinária das cotas Subclasse Subordinada Júnior. DELIBERAÇÕES: analisadas as matéria…",1037266_assembleia_assembleia_1037266_2025-11-13.pdf
SUMUP SMART IV FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,62.626.887/0001-85,,,evento de cota,"R$1.000.000,00",1) Valor Principal de Referência; 7 (2) Valor Principal de Referência Anterior; (3) Valor Unitário de Referência; (4) Valor Unitário de Referência Corrigido; (5) Valor Unitário de Referência Corrigido Antes da Amortização; (6) Meta de Amortização; (7) Meta de Amortização de Principal; e (8) Limite Superior de Remuneração; Para fins de apuração do Valor Unitário de Referência Corrigido Antes da Amortização e do respe…,"a do Fundo descrita no presente Regulamento. 2. DA FORMA DE CONSTITUIÇÃO E PÚBLICO -ALVO, DA CLASSE ÚNICA E DA RESPONSABILIDADE LIMITADA 2.1. O Fundo é constituído em uma única Classe de Cotas fechada, nos termos do artigo 5º do Anexo Normativo II à Resolução CVM nº 175, de modo que as Cotas somente serão objeto de amortização final ao término do prazo definido no respectivo Apêndice ou em caso de liquidação antecip…",1104099_regulamento_regulamento_1104099_2026-02-06.pdf
SUMUP SMART IV FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,62.626.887/0001-85,,,evento de cota,,"o aplicável à próxima Data de Pagamento, destinando-se tal reserva à distribuição aos Cotistas e devendo ser acumulada com antecedência mínima de: (i) 30 (trinta) dias em relação à próxima Data de Amortização Programada prevista no respectivo Suplemento; e (ii) 15 (quinze) dias em relação à próxima Data de Pagamento de Remuneração, conforme prevista no respectivo Suplemento, podendo ser composta por disponibilidades…",") (APROVAR/REPROVAR) A Demonstração contábil relativamente ao exercício social findo em 31 de dezembro de 2025. Aprovo Reprovo Abstenho-me 2) (APROVAR/REPROVAR) A alteração do item 22.2.1 do Regulamento do Fundo, de modo a ajustar e esclarecer a metodologia de constituição, acumulação e utilização da Reserva de Amortização, especialmente no regime de Amortização Pro Rata, bem como reforçar a inexistência da Reserva…",1140787_assembleia_assembleia_1140787_2026-03-30.pdf
SUMUP SMART IV FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,62.626.887/0001-85,,,evento de cota,"R$1.000.000,00","O 6 4. Erro! Indicador não definido.DOS PRESTADORES DE SERVIÇOS ESSENCIAIS 6 5. Erro! Indicador não definido. DA RESPONSABILIDADE DOS PRESTADORES DE SERVIÇOS 17 6. Erro! Indicador não definido.DO CUSTODIANTE 17 7. Erro! Indicador não definido.DO AGENTE DE COBRANÇA EXTRAORDINÁRIA 18 8. Erro! Indicador não definido. DA REMUNERAÇÃO DOS PRESTADORES DE SERVIÇOS ESSENCIAIS, DO CUSTODIANTE E DOS DEMAIS PRESTADORES DE SERVI…","não definido.DOS FATORES DE RISCO 21 11. Erro! Indicador não definido. DA POLÍTICA DE INVESTIMENTO, COMPOSIÇÃO E DIVERSIFICAÇÃO DA CARTEIRA 45 12. Erro! Indicador não definido.DAS COTAS DO FUNDO 50 13. Erro! Indicador não definido.DA VALORAÇÃO DAS COTAS 55 14. Erro! Indicador não definido.DO PAGAMENTO DE REMUNERAÇÃO E AMORTIZAÇÃO DE COTAS 56 15. Erro! Indicador não definido.DA ORDEM DE ALOCAÇÃO DOS RECURSOS 58 16. E…",1140788_assembleia_assembleia_1140788_2026-03-30.pdf
SUMUP SMART IV FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,62.626.887/0001-85,,,evento de cota,,"aplicável à próxima Data de Pagam ento, destinando-se tal reserva à distribuição aos Cotistas e devendo ser acumulada com antecedência mínima de: (i) 30 (trinta) dias em relação à próxima Data de Amortização Programada prevista no respectivo Suplemento; e (ii) 15 (quinze) dias em relação à próxima Data de Pagamento de Remuneração, conforme prevista no respectivo Suplemento, podendo ser composta por disponibilidades…","eliberação. Ordem do dia: 1) (APROVAR/REPROVAR) A Demonstração contábil relativamente ao exercício social findo em 31 de dezembro de 2025. 2) (APROVAR/REPROVAR) A alteração do item 22.2.1 do Regulamento do Fundo, de modo a ajustar e esclarecer a metodologia de constituição, acumulação e utilização da Reserva de Amortização, especialmente no regime de Amortização Pro Rata, bem como reforçar a inexistência da Reserva…",1148973_assembleia_assembleia_1148973_2026-03-30.pdf
SUMUP SMART IV FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,62.626.887/0001-85,,,evento de cota,"R$1.000.000,00",nte: (1) Valor Principal de Referência; (2) Valor Principal de Referência Anterior; (3) Valor Unitário de Referência; (4) Valor Unitário de Referência Corrigido; (5) Valor Unitário de Referência Corrigido Antes da Amortização; (6) Meta de Amortização; (7) Meta de Amortização de Principal; e (8) Limite Superior de Remuneração; Para fins de apuração do Valor Unitário de Referência Corrigido Antes da Amortização e do r…,"01-85- DATADO DE 31 DE MARÇO DE 2026 4 2. DA FORMA DE CONSTITUIÇÃO E PÚBLICO -ALVO, DA CLASSE ÚNICA E DA RESPONSABILIDADE LIMITADA 2.1. O Fundo é constituído em uma única Classe de Cotas fechada, nos termos do artigo 5º do Anexo Normativo II à Resolução CVM nº 175, de modo que as Cotas somente serão objeto de amortização final ao término do prazo definido no respectivo Apêndice ou em caso de liquidação antecipada da…",1152823_regulamento_regulamento_1152823_2026-03-31.pdf
FIDC RANDONCORP SEGMENTO RECEBÍVEIS COMERCIAIS RESPONSABILIDADE LIMITADA,62.690.693/0001-49,,,evento de cota,,".br “Taxa de Administração” Tem o significado que lhe é atribuído no item VII(1) deste Regulamento. “Taxa de Cessão” Significa a taxa informada pela Gestora ao Custodiante e ao Agente Operacional, a ser utilizada no cálculo do Preço de Aquisição dos Direitos Creditórios Elegíveis. “Taxa de Cobrança” Significa a remuneração do Agente de Cobrança pela prestação de serviços de cobrança dos Direitos Creditórios Inadimpl…","ora deverá comunicar imediatamente ao s distribuidores das Cotas sobre a suspensão de novas aplicações. Capítulo II. Distribuição de Resultados e Resgate (6) As Cotas: (i) poderão ser resgatadas a qualquer momento, mediante solicitação nesse sentido dirigida pelo Cotista ao Administrador; e (ii) não serão objeto de amortização, devendo seu valor ser integralmente liquidado no momento do resgate, nos termos deste Reg…",992732_regulamento_regulamento_992732_2025-09-11.pdf
FIDC RANDONCORP SEGMENTO RECEBÍVEIS COMERCIAIS RESPONSABILIDADE LIMITADA,62.690.693/0001-49,,Cotas Subordinadas”),evento de cota,"R$700.000.000,00",,,1028142_regulamento_regulamento_1028142_2025-11-03.pdf
FIDC RANDONCORP SEGMENTO RECEBÍVEIS COMERCIAIS RESPONSABILIDADE LIMITADA,62.690.693/0001-49,,,evento de cota,,"om.br “Taxa de Administração” Tem o significado que lhe é atribuído no item (9)a deste Regulamento. “Taxa de Cessão” Significa a taxa informada pela Gestora ao Custodiante e ao Agente Operacional, a ser utilizada no cálculo do Preço de Aquisição dos Direitos Creditórios Elegíveis. “Taxa de Cobrança” Significa a remuneração do Agente de Cobrança pela prestação de serviços de cobrança dos Direitos Creditórios Inadimpl…","stora deverá comunicar imediatamente aos distribuidores das Cotas sobre a suspensão de novas aplicações. Capítulo II. Distribuição de Resultados e Resgate f. As Cotas: (i) poderão ser resgatadas a qualquer momento, mediante solicitação nesse sentido dirigida pelo Cotista ao Administrador; e (ii) não serão objeto de amortização, devendo seu valor ser integralmente liquidado no momento do resgate, nos termos deste Reg…",1028146_regulamento_regulamento_1028146_2025-11-03.pdf
BTG PACTUAL CERES CONFINA FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS DO AGRONEGÓCIO RESP LIMITADA,62.696.791/0001-93,,,evento de cota,"R$ 1.000.000.000,00","as respectivas: (i) características gerais, incluindo a indicação dos demais prestadores de serviços; (ii) responsabilidade dos cotistas e regime de insolvência; (iii) condições de resgate e amortização; (iv) assembleia especial de cotistas e demais procedimentos aplicáveis às manifestações de vontade dos cotistas; (v) remuneração dos prestadores Parte Geral do Regulamento BTG PACTUAL CERES CONFINA FUNDO DE INVESTIM…","cotas (“ Classe”), conforme aplicável, dispõe, sem prejuízo de outros requisitos e informações previstos na regulamentação, sobre as respectivas: (i) características gerais, incluindo a indicação dos demais prestadores de serviços; (ii) responsabilidade dos cotistas e regime de insolvência; (iii) condições de resgate e amortização; (iv) assembleia especial de cotistas e demais procedimentos aplicáveis às manifestaçõ…",1143317_regulamento_regulamento_1143317_2026-03-20.pdf
BTG PACTUAL CERES CONFINA FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS DO AGRONEGÓCIO RESP LIMITADA,62.696.791/0001-93,,,evento de cota,,"ivo da Classe, para permitir o investimento em ativos integrantes das cadeias produtivas do agronegócio, incluindo, além de ativos imobiliários, ativos financeiros, direitos creditórios e participações em sociedades do agronegócio, na forma abaixo : A Classe tem por objetivo proporcionar aos Cotistas a valorização e a rentabilidade de suas cotas (“Cotas”), conforme a política de investimentos definida no Capítulo IV…",,1143319_assembleia_assembleia_1143319_2026-03-20.pdf
BTG PACTUAL CERES CONFINA FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS DO AGRONEGÓCIO RESP LIMITADA,62.696.791/0001-93,,Cotas Subordinadas Júnior,evento de cota,"R$ 1.000,00",,"ação: as Cotas Subordinadas Júnior serão integralizadas à vista, junto ao seu respectivo agente de custódia e/ou da Administradora na qualidade de escriturador das cotas; e e) Período de colocação: a subscrição das Cotas Subordinadas Júnior objeto da 2ª Emissão da Subclasse Subordinada Júnior, deverão ser realizadas no prazo máximo de 180 (cento e oitenta) dias, contados da data do presente instrumento. 2. Aprovar a…",1148821_assembleia_assembleia_1148821_2026-03-27.pdf
